Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1985","1985","hg/ha","10000","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1986","1986","hg/ha","10000","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1987","1987","hg/ha","10000","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1988","1988","hg/ha","10000","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1989","1989","hg/ha","10000","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1990","1990","hg/ha","10546","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1991","1991","hg/ha","2835","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1992","1992","hg/ha","2857","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1993","1993","hg/ha","2849","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1994","1994","hg/ha","2875","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1995","1995","hg/ha","2892","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1996","1996","hg/ha","2890","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1997","1997","hg/ha","2910","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1998","1998","hg/ha","2893","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","1999","1999","hg/ha","2901","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2000","2000","hg/ha","3061","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2001","2001","hg/ha","3200","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2002","2002","hg/ha","3208","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2003","2003","hg/ha","3091","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2004","2004","hg/ha","3333","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2005","2005","hg/ha","3000","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2006","2006","hg/ha","2823","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2007","2007","hg/ha","2769","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2008","2008","hg/ha","2353","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2009","2009","hg/ha","2571","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2010","2010","hg/ha","2533","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2011","2011","hg/ha","2269","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2012","2012","hg/ha","2250","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2013","2013","hg/ha","2313","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2014","2014","hg/ha","5289","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2015","2015","hg/ha","4618","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2016","2016","hg/ha","4685","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2017","2017","hg/ha","4258","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2018","2018","hg/ha","4070","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2019","2019","hg/ha","4263","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5419","Rendement","661","Cacao, fèves","2020","2020","hg/ha","4348","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1961","1961","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1962","1962","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1963","1963","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1964","1964","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1965","1965","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1966","1966","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1967","1967","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1968","1968","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1969","1969","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1970","1970","tonnes","300","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1971","1971","tonnes","206","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1972","1972","tonnes","300","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1973","1973","tonnes","300","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1974","1974","tonnes","298","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1975","1975","tonnes","250","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1976","1976","tonnes","250","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1977","1977","tonnes","298","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1978","1978","tonnes","306","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1979","1979","tonnes","310","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1980","1980","tonnes","320","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1981","1981","tonnes","330","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1982","1982","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1983","1983","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1984","1984","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1985","1985","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1986","1986","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1987","1987","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1988","1988","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1989","1989","tonnes","400","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1990","1990","tonnes","483","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1991","1991","tonnes","93","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1992","1992","tonnes","100","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1993","1993","tonnes","106","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1994","1994","tonnes","113","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1995","1995","tonnes","120","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1996","1996","tonnes","126","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1997","1997","tonnes","133","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1998","1998","tonnes","138","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","1999","1999","tonnes","141","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2000","2000","tonnes","150","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2001","2001","tonnes","160","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2002","2002","tonnes","170","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2003","2003","tonnes","170","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2004","2004","tonnes","190","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2005","2005","tonnes","180","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2006","2006","tonnes","175","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2007","2007","tonnes","180","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2008","2008","tonnes","160","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2009","2009","tonnes","180","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2010","2010","tonnes","190","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2011","2011","tonnes","179","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2012","2012","tonnes","180","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2013","2013","tonnes","185","E","Valeur estimée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2014","2014","tonnes","366","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2015","2015","tonnes","363","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2016","2016","tonnes","364","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2017","2017","tonnes","350","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2018","2018","tonnes","363","A","Chiffre officiel"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2019","2019","tonnes","370","I","Valeur imputée"
"QCL","Cultures et produits animaux","60","El Salvador","5510","Production","661","Cacao, fèves","2020","2020","tonnes","380","I","Valeur imputée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1961","1961","ha","220000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1962","1962","ha","220000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1963","1963","ha","225000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1964","1964","ha","163000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1965","1965","ha","240000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1966","1966","ha","180000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1967","1967","ha","200000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1968","1968","ha","210000","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1969","1969","ha","228355","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1970","1970","ha","228262","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1971","1971","ha","219077","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1972","1972","ha","217916","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1973","1973","ha","213106","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1974","1974","ha","221726","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1975","1975","ha","229544","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1976","1976","ha","229500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1977","1977","ha","238000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1978","1978","ha","287190","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1979","1979","ha","269994","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1980","1980","ha","269878","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1981","1981","ha","270000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1982","1982","ha","277000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1983","1983","ha","270000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1984","1984","ha","265051","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1985","1985","ha","286777","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1986","1986","ha","326405","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1987","1987","ha","310800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1988","1988","ha","325730","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1989","1989","ha","327980","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1990","1990","ha","328500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1991","1991","ha","309520","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1992","1992","ha","327060","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1993","1993","ha","320250","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1994","1994","ha","325400","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1995","1995","ha","349370","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1996","1996","ha","339470","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1997","1997","ha","341320","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1998","1998","ha","300119","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","1999","1999","ha","301160","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2000","2000","ha","402836","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2001","2001","ha","429547","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2002","2002","ha","363575","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2003","2003","ha","348434","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2004","2004","ha","336358","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2005","2005","ha","357707","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2006","2006","ha","350027","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2007","2007","ha","356658","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2008","2008","ha","376604","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2009","2009","ha","398104","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2010","2010","ha","360025","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2011","2011","ha","399467","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2012","2012","ha","390176","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2013","2013","ha","402434","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2014","2014","ha","372637","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2015","2015","ha","432094","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2016","2016","ha","454257","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2017","2017","ha","467327","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2018","2018","ha","501950","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2019","2019","ha","525435","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5312","Superficie récoltée","661","Cacao, fèves","2020","2020","ha","527347","A","Chiffre officiel"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1961","1961","hg/ha","2005","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1962","1962","hg/ha","2014","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1963","1963","hg/ha","1969","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1964","1964","hg/ha","2319","T","Chiffre non officiel"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1965","1965","hg/ha","2079","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1966","1966","hg/ha","2820","I","Valeur imputée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1967","1967","hg/ha","3062","I","Valeur imputée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1968","1968","hg/ha","3892","I","Valeur imputée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1969","1969","hg/ha","2102","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1970","1970","hg/ha","2347","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1971","1971","hg/ha","3232","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1972","1972","hg/ha","3111","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1973","1973","hg/ha","2974","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1974","1974","hg/ha","4106","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1975","1975","hg/ha","3279","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1976","1976","hg/ha","2841","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1977","1977","hg/ha","3030","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1978","1978","hg/ha","2510","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1979","1979","hg/ha","2867","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1980","1980","hg/ha","3380","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1981","1981","hg/ha","2980","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1982","1982","hg/ha","3500","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1983","1983","hg/ha","1667","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1984","1984","hg/ha","2905","T","Chiffre non officiel"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1985","1985","hg/ha","4560","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1986","1986","hg/ha","2755","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1987","1987","hg/ha","1851","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1988","1988","hg/ha","2613","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1989","1989","hg/ha","2527","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1990","1990","hg/ha","2944","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1991","1991","hg/ha","2921","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1992","1992","hg/ha","2874","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1993","1993","hg/ha","2583","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1994","1994","hg/ha","2494","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1995","1995","hg/ha","2447","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1996","1996","hg/ha","2649","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1997","1997","hg/ha","2662","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1998","1998","hg/ha","1166","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","1999","1999","hg/ha","3144","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2000","2000","hg/ha","1613","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2001","2001","hg/ha","1770","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2002","2002","hg/ha","1658","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2003","2003","hg/ha","2533","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2004","2004","hg/ha","2666","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2005","2005","hg/ha","2618","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2006","2006","hg/ha","2502","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2007","2007","hg/ha","2408","E","Valeur estimée"
"QCL","Cultures et produits animaux","58","Équateur","5419","Rendement","661","Cacao, fèves","2008","2008","hg/ha","2504","E","Valeur estimée"
